Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
H34454,H,304.1,313.2,,34.6,139
L52221,L,304.0,313.2,1314,47.1,144
L52222,L,304.1,313.2,1569,35.8,146
L52223,L,304.1,313.2,1468,,148
L52224,L,,313.2,1412,47.5,150
M19905,M,304.1,313.2,1510,46.9,152
M19906,M,304.1,313.2,1410,42.4,155
M19907,M,304.1,313.3,1680,29.3,158
H34462,H,,313.2,1271,68.6,161
H34463,H,304.0,France,1472,45.5,166
H34464,H,304.0,313.0,1701,30.4,171
L52231,L,303.9,313.0,1480,39.9,176
L52232,L,303.9,313.0,1433,48.4,178
L52233,L,303.8,312.9,1514,34.3,180
L52234,L,303.8,312.9,1619,35.7,182
H34469,H,303.8,France,1378,45.6,184
M19916,M,303.9,312.9,1430,,
L52237,L,,312.9,1367,49.9,192
L52238,L,303.9,312.9,1526,42.5,error
L52239,L,303.9,France,1419,47.9,196
L52240,L,,312.8,,42.7,198
L52241,L,304.0,312.9,1363,62.5,200
L52242,L,304.0,312.9,,53.9,202
H34477,H,304.0,312.9,,46.6,0
L52244,L,304.0,313.0,1407,42.1,5
L52245,L,304.1,313.0,1566,37.2,7
L52246,L,304.1,313.1,1550,,9
M19927,M,,France,1396,50.5,error
M19928,M,304.3,313.3,1540,39.0,14
M19929,M,304.2,313.2,1380,48.7,17
M19930,M,304.2,313.1,,31.1,20
H34485,H,304.2,313.0,1442,40.9,23
L52252,L,304.1,313.0,1408,45.3,28
M19933,M,304.0,313.0,1454,46.8,30
L52254,L,304.1,313.1,1666,34.6,33
L52255,L,304.1,313.2,1366,46.6,35
L52256,L,304.2,313.2,1464,44.9,error
L52257,L,304.3,313.3,1775,24.9,39
M19938,M,304.3,France,,43.8,41
M19939,M,304.2,313.4,1411,54.8,626.8
L52260,L,,313.3,1410,51.6,47
M19941,M,304.1,313.3,,39.0,49
H34496,H,304.1,313.2,1590,43.4,error
L52263,L,304.1,313.1,,54.1,error
L52264,L,304.1,313.1,1969,20.8,59
M19945,M,304.0,313.0,1377,56.0,61
L52266,L,304.0,313.0,1541,,64
M19947,M,304.0,313.0,1685,28.2,66
L52268,L,304.0,313.1,1465,41.0,69
M19949,M,303.9,313.1,-313.1,47.2,71
M19950,M,303.9,313.2,1570,,74
L52271,L,303.9,313.2,1345,48.2,77
M19952,M,303.9,313.2,1608,40.6,79
M19953,M,304.0,313.3,1415,52.8,82
M19954,M,304.1,313.5,1470,45.8,error
M19955,M,304.1,313.5,1428,39.9,88
H34510,H,304.2,313.5,1627,32.2,91
L52277,L,304.2,313.4,1457,49.4,96
L52278,L,,313.4,1475,40.2,98
L52279,L,304.2,France,1438,50.1,100
M19960,M,,313.5,1437,47.2,102
M19961,M,304.1,313.4,1518,42.4,105
M19962,M,304.1,313.5,1587,33.6,
L52283,L,304.1,313.4,1399,,111
L52284,L,304.1,France,1469,44.6,113
L52285,L,304.1,313.4,1374,56.6,115
L52286,L,304.0,313.3,,36.7,117
L52287,L,303.9,313.2,1540,,119
L52288,L,303.9,313.3,1394,51.6,121
M19969,M,304.0,313.4,1389,45.8,error
M19970,M,,France,1732,,error
L52291,L,304.1,313.6,1556,37.4,129
M19972,M,304.1,313.6,1441,,131
L52293,L,304.1,313.6,1382,46.7,134
M19974,M,304.2,313.8,1481,44.9,136
M19975,M,304.2,313.7,2113,18.4,139
L52296,L,304.2,313.8,1401,53.9,142
L52297,L,304.1,313.6,1611,31.4,144
M19978,M,304.2,313.6,1512,33.4,146
L52299,L,304.2,313.6,-313.6,46.0,149
M19980,M,304.2,313.6,1424,43.7,151
L52301,L,304.2,313.6,1469,40.0,154
H34536,H,,313.5,1684,29.8,156
M19983,M,304.2,313.5,,41.3,error
M19984,M,,France,,37.3,164
M19985,M,304.3,313.5,1416,48.1,167
L52306,L,304.3,313.5,1802,25.4,error
M19987,M,304.3,313.5,2245,15.1,172
L52308,L,304.2,France,1434,42.5,175
M19989,M,304.1,313.3,1725,28.3,177
L52310,L,304.2,313.3,1668,35.7,error
L52311,L,304.1,313.3,1452,43.9,182
L52312,L,304.1,France,1415,50.0,184
L52313,L,304.1,313.2,1824,25.8,186
L52314,L,304.1,France,1438,45.5,188
L52315,L,304.1,313.3,1883,24.5,190
L52316,L,304.2,313.4,1735,28.9,192
L52317,L,304.3,France,1464,36.7,194
M19998,M,304.3,313.6,1489,40.3,196
M19999,M,304.4,313.6,1510,38.9,199
M20000,M,304.3,313.6,,32.1,202
L52321,L,304.4,313.7,1509,35.0,error
L52322,L,304.4,313.6,,39.1,error
M20003,M,,313.5,1525,42.0,
L52324,L,304.4,France,1607,33.5,5
L52325,L,304.5,313.7,1670,32.9,7
L52326,L,304.4,313.6,1585,38.9,9
L52327,L,304.4,313.6,1569,38.4,11
L52328,L,304.4,313.6,1507,43.1,13
L52329,L,304.3,313.5,1452,,15
L52330,L,,313.5,1590,29.8,17
L52331,L,304.3,313.6,1409,56.0,error
L52332,L,304.3,France,2643,12.7,21
L52333,L,304.2,313.4,1644,31.7,23
L52334,L,304.2,313.4,,37.6,error
H34569,H,304.2,313.3,1625,37.3,27
L52336,L,304.2,313.4,1482,41.4,32
H34571,H,,313.3,1397,49.6,
L52338,L,304.1,313.3,1459,50.3,39
L52339,L,304.2,313.4,1490,44.0,41
L52340,L,304.1,313.2,1434,,43
M20021,M,304.1,France,2028,18.9,45
L52342,L,304.2,313.3,1464,,
M20023,M,,313.4,1713,23.5,error
M20024,M,304.3,313.4,1624,32.1,53
L52345,L,304.2,313.4,1421,,56
H34580,H,304.2,313.5,1546,41.4,58
L52347,L,304.2,313.4,1639,32.7,63
H34582,H,304.1,313.4,1696,29.6,
L52349,L,304.1,France,1470,39.9,70
M20030,M,304.1,313.3,1480,38.4,72
M20031,M,304.2,France,1329,54.5,75
L52352,L,304.2,313.4,,28.2,78
M20033,M,304.2,313.5,1739,28.1,80
M20034,M,304.2,313.5,1390,47.8,83
L52355,L,304.2,313.4,1740,23.7,86
M20036,M,304.0,313.3,1844,27.1,88
H34591,H,,313.1,1388,53.2,91
H34592,H,304.0,313.2,,43.1,96
M20039,M,304.0,313.1,1450,42.8,error
L52360,L,304.0,313.2,1584,38.7,104
L52361,L,304.0,313.1,1720,28.7,error
L52362,L,,313.1,1586,31.9,108
M20043,M,303.9,313.0,1901,,110
L52364,L,304.0,313.0,1397,42.4,113
L52365,L,304.0,313.0,2012,21.1,115
L52366,L,304.0,313.0,2354,15.0,117
L52367,L,304.0,313.1,1648,35.7,error
L52368,L,304.0,313.2,1632,30.6,121
M20049,M,304.1,France,1427,46.9,123
L52370,L,304.1,313.2,1452,48.0,126
L52371,L,304.0,313.2,1416,46.0,128
L52372,L,303.9,313.1,1310,62.9,130
H34607,H,304.0,France,1408,39.8,132
M20054,M,303.9,313.1,1668,34.4,137
L52375,L,303.9,313.0,1551,,140
H34610,H,303.9,313.0,,36.0,
H34611,H,303.8,312.9,1570,35.8,147
L52378,L,303.8,312.8,1428,53.3,
L52379,L,303.8,312.8,1503,40.0,154
L52380,L,,312.8,1416,58.7,156
M20061,M,303.7,312.7,1396,47.3,158
L52382,L,303.7,312.7,1335,51.1,161
M20063,M,303.7,312.6,,30.5,163
L52384,L,303.7,312.7,1989,22.4,166
L52385,L,303.7,312.7,1468,43.3,168
H34620,H,303.7,312.6,1711,27.6,170
M20067,M,303.8,312.7,1488,,175
L52388,L,,312.7,1664,29.3,error
M20069,M,303.8,312.7,1507,38.5,180
