Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L56000,L,297.3,308.7,1551,40.0,125
H38235,H,297.4,308.7,1623,33.8,127
L56002,L,297.4,308.8,1462,49.7,132
M23683,M,297.3,308.8,1447,57.4,617.6
M23684,M,297.3,308.9,1799,24.5,137
M23685,M,297.3,308.8,1548,41.3,140
M23686,M,297.2,308.8,1485,,143
L56007,L,297.2,308.7,1463,49.9,146
L56008,L,297.3,308.7,1587,35.8,148
M23689,M,297.3,France,,44.1,150
H38244,H,297.3,308.7,1430,42.8,error
H38245,H,297.4,308.7,1726,26.8,158
L56012,L,297.4,308.8,1651,34.1,163
L56013,L,297.4,308.8,1529,41.3,165
L56014,L,,308.8,1473,46.2,error
H38249,H,297.4,308.8,1324,53.5,169
L56016,L,297.4,France,1708,28.8,174
M23697,M,297.5,309.1,1540,38.5,176
L56018,L,297.5,309.0,1320,54.7,
M23699,M,,308.9,1376,39.0,181
M23700,M,297.3,308.7,1542,37.0,184
L56021,L,297.3,308.7,,39.3,187
L56022,L,297.3,308.7,1492,43.6,189
H38257,H,297.3,308.8,1564,38.0,191
H38258,H,297.4,308.9,1645,,196
M23705,M,,308.9,1348,59.1,201
M23706,M,297.4,308.8,1325,62.4,204
L56027,L,297.5,308.9,1443,43.5,0
M23708,M,297.5,308.9,1436,44.8,2
L56029,L,297.5,308.9,1596,30.7,5
L56030,L,297.6,309.0,1491,43.2,
M23711,M,297.7,308.9,1573,35.1,9
L56032,L,,308.9,1575,39.9,12
L56033,L,297.7,308.9,1458,41.1,14
M23714,M,297.7,309.0,1433,41.8,16
L56035,L,297.7,France,1662,28.1,19
M23716,M,297.7,308.9,1327,63.7,21
L56037,L,297.7,308.9,1742,26.3,24
L56038,L,297.8,308.9,1506,33.5,26
L56039,L,297.9,309.1,1457,44.4,error
M23720,M,297.9,309.1,1488,37.3,30
L56041,L,297.9,309.1,1619,34.7,33
M23722,M,298.0,309.2,1558,41.7,35
L56043,L,298.0,309.2,1731,28.505731310870587,38
M23724,M,298.0,309.1,1574,34.8,40
L56045,L,297.9,309.0,1290,49.8,
H38280,H,297.9,France,1416,39.6,error
L56047,L,297.9,308.9,1566,41.9,50
L56048,L,297.9,309.0,-309.0,46.5,52
L56049,L,297.9,309.0,1528,37.5,54
M23730,M,297.9,309.1,1338,49.6,56
M23731,M,297.9,309.1,1558,39.2,59
M23732,M,297.9,309.1,1614,38.1,error
H38287,H,298.0,France,1557,36.4,65
L56054,L,298.1,309.3,1443,45.3,70
H38289,H,298.1,309.3,1332,51.0,72
M23736,M,298.1,309.3,,,77
M23737,M,298.1,309.2,1460,45.8,618.4
L56058,L,,309.2,1802,26.9,83
L56059,L,298.0,309.2,1527,39.5,85
L56060,L,298.0,309.2,1458,39.8,87
H38295,H,298.0,309.2,1520,34.67921989601874,89
L56062,L,298.0,309.2,1378,49.7,94
M23743,M,297.9,309.2,,38.1,96
L56064,L,298.0,309.2,1527,32.4,99
M23745,M,298.0,309.2,1438,42.9,101
L56066,L,297.9,309.0,1583,36.7,104
L56067,L,297.8,308.9,1530,37.6,106
M23748,M,297.7,308.9,1530,,108
M23749,M,297.7,308.8,2089,19.1,111
L56070,L,297.7,308.8,1616,34.2,
M23751,M,297.7,308.9,1681,28.3,116
L56072,L,297.6,308.8,1475,43.0,119
L56073,L,297.5,308.7,,51.224748655339624,121
M23754,M,297.5,308.7,1546,38.0,
H38309,H,297.4,308.6,1461,,126
L56076,L,297.4,308.7,1638,31.9,131
M23757,M,297.3,308.7,1577,35.6,133
L56078,L,297.4,308.6,1532,38.7,617.2
M23759,M,297.3,308.5,1710,27.7,138
M23760,M,297.3,308.6,1584,29.4,141
L56081,L,297.3,308.6,1446,50.1,144
H38316,H,297.4,308.7,1522,46.3,146
M23763,M,297.4,308.7,1382,,151
L56084,L,297.4,France,,38.2,154
L56085,L,297.3,308.6,1385,55.2,156
L56086,L,297.3,308.7,1592,34.4,158
M23767,M,297.2,308.6,1404,43.7,160
L56088,L,297.2,308.5,1518,44.3,163
L56089,L,,308.4,1529,40.4,165
L56090,L,297.1,308.4,1550,37.0,167
L56091,L,297.1,308.3,1773,23.8,169
L56092,L,297.2,308.5,,43.7,171
M23773,M,297.2,308.5,1487,46.9,173
M23774,M,297.3,308.5,1524,49.3,176
L56095,L,297.1,308.3,1403,54.1,179
L56096,L,297.1,308.2,2267,15.7,181
M23777,M,297.1,308.2,1529,37.9,183
L56098,L,,308.2,,51.2,186
L56099,L,297.2,308.3,1693,28.0,188
L56100,L,297.1,308.3,1496,45.8,190
L56101,L,297.1,308.1,1633,33.3,192
L56102,L,297.1,308.2,1399,42.6,194
M23783,M,297.0,308.1,1363,,196
H38338,H,297.1,308.2,1527,,199
M23785,M,297.2,308.2,1405,42.5,error
M23786,M,297.3,France,1459,59.6,207
M23787,M,297.4,308.4,1789,25.0,210
L56108,L,297.4,308.4,1531,41.5,
M23789,M,297.4,308.4,1620,35.8,215
L56110,L,297.4,France,1571,39.4,0
L56111,L,297.4,France,1434,39.9,2
L56112,L,297.4,308.4,-308.4,43.6,4
M23793,M,297.3,France,1544,41.7,6
L56114,L,297.3,308.2,1601,35.7,error
L56115,L,297.4,France,1801,,11
L56116,L,297.4,France,1465,42.0,13
M23797,M,297.4,308.4,1340,52.6,
M23798,M,297.4,308.4,-308.4,41.0,18
M23799,M,297.3,308.4,1434,,21
H38354,H,297.3,308.3,,,24
M23801,M,297.3,308.3,1595,32.2,29
L56122,L,297.3,308.3,,17.0,32
M23803,M,297.3,308.4,1449,44.4,34
L56124,L,297.3,308.3,,,37
L56125,L,297.4,France,1639,33.8,FranceFrance
M23806,M,297.3,308.2,1846,24.5,41
M23807,M,297.3,308.2,1452,38.2,44
M23808,M,297.4,308.3,1483,41.9,47
L56129,L,297.4,308.3,,60.3,50
L56130,L,297.4,308.2,1419,50.0,52
L56131,L,297.3,308.1,1763,28.4,54
M23812,M,297.2,308.0,1478,42.5,56
L56133,L,297.3,308.0,1518,36.0,59
L56134,L,297.3,308.0,1447,54.424814313135435,61
M23815,M,297.4,308.0,1355,55.1,
L56136,L,297.4,308.1,1348,57.4,66
L56137,L,297.4,308.1,1348,53.7,68
M23818,M,297.4,308.1,1734,27.7,70
L56139,L,297.3,308.0,1420,46.5,73
L56140,L,297.3,France,1797,24.7,75
M23821,M,,308.0,1403,45.0,77
L56142,L,297.3,307.9,,30.2,80
M23823,M,297.2,307.9,,30.4,
M23824,M,297.2,307.9,1456,44.9,
L56145,L,297.1,307.9,1496,44.7,88
L56146,L,297.1,307.8,,30.3,90
L56147,L,297.1,307.8,1536,40.4,92
L56148,L,297.1,307.8,1454,50.6,94
L56149,L,297.0,307.8,,50.0,error
L56150,L,297.0,307.6,1575,37.4,
L56151,L,296.9,307.6,1514,35.7,100
M23832,M,296.8,307.4,1455,49.9,102
L56153,L,296.8,307.4,1549,48.3,error
L56154,L,296.8,307.5,1474,42.4,107
H38389,H,296.7,307.4,1661,34.2,109
L56156,L,296.7,307.4,,,
M23837,M,296.9,307.5,1556,,116
L56158,L,296.9,307.6,1435,,119
M23839,M,296.9,307.5,1332,51.1,121
L56160,L,297.0,307.6,,,124
L56161,L,297.0,307.7,1502,39.4,126
L56162,L,297.0,307.7,1315,60.1,128
M23843,M,,307.7,1261,51.1,130
L56164,L,297.1,307.8,1406,60.4,133
L56165,L,297.1,307.8,1584,42.3,
M23846,M,297.1,307.8,1443,43.9,137
L56167,L,297.2,307.9,1580,35.8,140
L56168,L,297.2,307.9,1825,24.6,142
L56169,L,297.2,France,1469,48.2,144
L56170,L,297.2,307.9,,38.4,146
M23851,M,297.3,France,1598,29.4,148
H38406,H,297.2,307.9,,37.2,151
M23853,M,297.2,307.9,1632,37.5,
M23854,M,297.1,307.9,1980,20.3,159
L56175,L,297.2,308.0,1474,43.7,error
L56176,L,297.2,France,1540,37.1,164
M23857,M,297.1,307.9,1609,38.9,166
L56178,L,297.1,308.0,1467,42.8,169
L56179,L,297.1,307.9,1492,39.4,171
L56180,L,297.0,307.9,1493,,error
L56181,L,297.0,France,1500,39.9,175
L56182,L,297.1,307.8,1477,36.6,615.6
L56183,L,297.1,307.9,1342,,179
M23864,M,297.1,307.8,1538,,181
L56185,L,297.2,307.9,1337,58.1,184
L56186,L,,307.9,,41.8,186
L56187,L,297.4,308.0,1383,46.2,188
M23868,M,297.4,308.0,1440,42.4,190
L56189,L,297.3,307.9,-307.9,34.4,193
L56190,L,297.2,307.9,1441,,
M23871,M,297.2,307.9,1530,35.9,197
L56192,L,297.2,308.0,1705,26.0,200
H38427,H,,France,1435,43.0,202
M23874,M,297.2,308.1,,61.3,207
L56195,L,297.2,308.1,1431,49.7,210
L56196,L,297.3,France,1396,52.7,212
M23877,M,297.3,308.1,1369,52.0,214
L56198,L,297.3,France,1615,35.4,217
L56199,L,,308.1,1662,31.3,error
L56200,L,,308.2,1553,33.5,2
M23881,M,,308.2,1536,,4
L56202,L,,308.3,1548,46.6,
L56203,L,297.4,308.3,1706,30.9,9
L56204,L,297.4,308.3,1366,45.5,11
L56205,L,297.5,308.4,1440,35.9,13
M23886,M,297.5,308.4,,28.1,error
M23887,M,297.4,France,1444,44.0,18
L56208,L,297.4,308.3,1395,48.7,error
L56209,L,297.4,308.3,,38.8,23
M23890,M,297.5,308.4,1403,44.3,25
H38445,H,297.5,308.4,,23.9,28
L56212,L,297.4,308.3,1723,28.8,
L56213,L,297.4,308.2,1386,41.0,35
H38448,H,297.4,308.2,1585,46.2,37
M23895,M,297.3,308.1,1731,,error
L56216,L,297.3,308.3,1519,37.7,45
L56217,L,297.3,308.2,1896,24.4,47
L56218,L,297.3,308.3,2358,14.9,49
M23899,M,297.3,308.3,,51.9,51
L56220,L,297.3,308.3,1550,37.0,54
L56221,L,297.3,308.3,1309,61.5,56
M23902,M,297.3,308.4,1599,32.9,58
L56223,L,297.4,France,1343,40.0,61
L56224,L,297.4,308.4,,39.9,error
L56225,L,297.4,308.4,1603,34.6,65
L56226,L,297.4,308.4,1664,28.1,
L56227,L,297.3,308.4,1488,37.4,69
M23908,M,297.3,308.4,1370,50.5,71
L56229,L,297.3,308.5,1545,,74
M23910,M,297.4,308.5,1566,31.4,76
L56231,L,297.4,308.6,1820,,
M23912,M,297.4,308.6,1901,22.1,81
M23913,M,297.4,308.5,1638,32.2,84
M23914,M,297.3,308.4,,,87
H38469,H,297.3,308.4,1864,23.1,90
L56236,L,297.3,308.3,1430,41.9,95
M23917,M,297.3,308.4,1686,34.5,97
M23918,M,297.2,308.3,1326,57.2,100
L56239,L,297.2,308.3,1805,25.6,103
H38474,H,297.2,308.3,1453,45.8,105
M23921,M,297.2,308.4,,26.0,110
L56242,L,297.2,308.3,1576,35.3,113
L56243,L,,308.3,1419,39.7,115
L56244,L,,308.4,1833,25.2,117
H38479,H,,308.4,2182,17.3,119
L56246,L,297.2,308.3,1656,30.3,124
L56247,L,297.1,308.2,1351,56.6,126
H38482,H,297.1,308.2,1790,30.3,128
M23929,M,297.2,France,1678,28.1,133
L56250,L,297.1,308.2,1427,45.2,136
L56251,L,297.0,308.1,1429,54.0,138
H38486,H,297.2,308.1,1770,27.2,140
L56253,L,297.2,308.1,1689,,145
M23934,M,297.2,308.1,,41.3,147
L56255,L,297.3,308.1,,36.0,
L56256,L,297.2,308.1,1474,44.3,152
L56257,L,297.3,308.1,,26.1,error
L56258,L,297.3,308.1,1566,35.7,156
H38493,H,297.3,308.1,1554,42.4,158
L56260,L,297.2,308.0,1869,25.4,163
L56261,L,297.3,308.0,1527,35.1,165
L56262,L,,307.9,1309,51.49129189636331,error
M23943,M,297.2,307.9,1541,35.7,169
L56264,L,297.2,307.9,1326,75.4,172
H38499,H,297.1,307.9,1365,54.0,174
L56266,L,297.1,307.8,1428,43.7,179
L56267,L,,307.8,1681,27.6,
M23948,M,297.1,307.9,1662,26.9,183
L56269,L,297.2,France,1989,20.3,error
M23950,M,297.2,307.9,1747,29.0,188
M23951,M,297.2,308.0,1765,31.1,191
L56272,L,297.3,308.1,1568,34.4,194
M23953,M,,308.1,1709,30.6,196
M23954,M,297.3,308.1,1370,58.8,
L56275,L,297.3,308.1,1458,45.7,error
L56276,L,,France,1712,30.9,204
L56277,L,297.3,308.1,1642,36.9,206
L56278,L,297.3,308.1,1468,49.8,
H38513,H,297.3,308.1,1477,52.3,2
L56280,L,297.3,308.2,1446,53.5,7
H38515,H,297.3,308.2,,31.4,9
L56282,L,297.3,308.3,1494,38.2,14
L56283,L,297.3,308.2,1490,41.0,16
M23964,M,297.4,308.3,1550,47.8,18
M23965,M,297.3,308.2,1677,34.9,21
L56286,L,297.4,308.3,1854,21.8,24
M23967,M,297.5,308.5,1662,30.3,26
M23968,M,297.5,308.6,1440,38.8,error
L56289,L,297.5,308.6,1513,39.7,32
M23970,M,297.6,308.6,1389,49.0,34
L56291,L,297.6,308.6,,51.0,
M23972,M,297.6,308.6,,38.3,39
L56293,L,297.6,308.6,1744,28.5,42
L56294,L,,France,1476,39.0,44
M23975,M,297.6,308.6,1444,48.2,46
H38530,H,297.6,308.7,1659,32.1,49
M23977,M,297.6,308.7,1475,46.6,54
L56298,L,297.6,308.6,1526,42.1,57
M23979,M,297.4,308.4,1675,29.5,59
L56300,L,297.4,308.4,1525,38.7,62
L56301,L,297.3,France,1396,,64
L56302,L,297.4,308.4,1580,41.2,616.8
L56303,L,297.4,France,1462,42.8,68
L56304,L,297.4,308.4,1426,50.4,70
L56305,L,297.4,308.5,1569,,72
L56306,L,,308.5,1477,40.7,74
L56307,L,297.4,308.5,1761,27.2,76
M23988,M,297.5,308.6,1486,45.9,error
L56309,L,297.6,308.6,1664,30.1,81
L56310,L,297.6,308.6,1576,32.7,83
H38545,H,297.6,France,1463,46.7,85
M23992,M,297.6,France,1585,42.0,90
L56313,L,297.7,France,1479,45.7,93
L56314,L,297.7,France,1449,40.2,95
H38549,H,297.7,308.8,1404,50.3,97
L56316,L,297.7,308.7,1694,29.1,102
L56317,L,297.7,308.7,1731,28.4,104
L56318,L,297.6,308.6,1522,35.07250906160259,106
L56319,L,297.5,308.5,1536,36.9,108
L56320,L,297.5,308.5,1373,39.9,110
L56321,L,297.5,308.5,1597,36.4,112
L56322,L,297.6,308.5,1678,,114
L56323,L,297.6,308.5,1452,42.6,
M24004,M,297.5,308.5,1447,41.6,118
L56325,L,,308.5,1574,37.1,121
L56326,L,297.6,308.6,1528,40.0,123
L56327,L,297.7,308.7,1688,27.2,125
L56328,L,297.6,308.6,1393,40.4,127
M24009,M,297.5,308.6,1429,50.5,129
M24010,M,297.5,308.6,1347,57.0,132
L56331,L,297.6,308.6,1553,40.5,135
L56332,L,297.5,308.6,1260,53.6,137
L56333,L,297.5,308.6,-308.6,33.8,error
L56334,L,297.5,308.6,-308.6,,141
L56335,L,297.5,308.5,,57.4,143
M24016,M,297.5,308.4,1369,,145
L56337,L,297.5,308.5,,52.3,148
H38572,H,297.4,308.4,,46.2,150
M24019,M,297.5,308.6,1510,35.5,155
H38574,H,297.5,308.5,1671,28.0,158
M24021,M,297.5,308.5,1612,,163
M24022,M,297.6,France,1509,39.7,166
L56343,L,297.6,France,1415,,169
L56344,L,297.6,308.6,2384,,171
L56345,L,297.6,308.6,1326,62.4,
M24026,M,297.6,308.6,1390,,175
M24027,M,297.6,308.7,1392,41.2,178
H38582,H,297.6,308.8,,44.4,error
L56349,L,297.7,308.8,1896,24.5,186
L56350,L,297.7,308.7,1474,46.8,error
M24031,M,297.7,308.8,-308.8,48.714792047593235,
L56352,L,297.7,308.9,1715,27.2,error
H38587,H,297.8,308.9,1650,32.2,195
L56354,L,297.8,308.9,1871,25.6,200
L56355,L,297.8,France,1403,64.2,0
L56356,L,297.8,308.9,1518,40.4,2
L56357,L,297.9,309.1,1504,43.0,error
L56358,L,,309.0,1340,56.9,6
H38593,H,297.9,309.1,1435,44.7,error
L56360,L,,309.1,1507,36.9,13
L56361,L,297.9,309.1,1521,,15
M24042,M,297.8,309.0,1576,45.0,17
L56363,L,297.9,309.1,1543,,20
L56364,L,298.0,309.2,1665,36.6,22
L56365,L,297.9,309.1,1442,50.3,24
L56366,L,297.9,309.0,1629,29.0,26
L56367,L,297.9,309.0,1379,47.3,error
L56368,L,297.9,309.0,,40.2,30
L56369,L,297.9,309.1,-309.1,32.0,32
M24050,M,298.0,309.0,1439,38.5,error
M24051,M,297.9,309.0,1970,21.6,37
L56372,L,297.9,309.0,1562,35.8,40
M24053,M,297.9,309.0,1530,40.9,42
L56374,L,297.9,308.9,1393,40.6,
L56375,L,297.9,309.0,,37.6,47
L56376,L,298.0,308.9,1607,37.7,49
M24057,M,297.9,308.8,1469,,51
M24058,M,297.9,France,1538,37.6,54
L56379,L,297.9,308.8,1613,,57
M24060,M,297.9,France,1602,32.1,59
L56381,L,297.8,308.7,1404,,62
L56382,L,297.8,308.8,1548,36.9,64
L56383,L,297.8,308.8,,35.2,
L56384,L,297.8,308.8,,36.1,68
L56385,L,297.8,308.8,1579,32.9,70
M24066,M,297.9,308.9,1547,44.0,72
L56387,L,297.9,308.8,1386,48.6,75
L56388,L,298.0,308.9,1406,40.9,77
M24069,M,298.0,309.0,,55.9,79
M24070,M,297.9,309.0,2456,13.9,82
M24071,M,298.0,309.0,1409,49.1,85
L56392,L,298.0,308.9,1390,53.9,88
L56393,L,298.0,309.0,1679,32.4,90
L56394,L,298.0,308.9,1508,37.1,92
L56395,L,297.9,308.8,1681,31.7,94
H38630,H,297.7,308.8,1469,43.32856603894991,96
L56397,L,297.8,308.8,1421,49.6,101
L56398,L,297.7,308.8,1354,50.2,error
M24079,M,297.7,France,1350,57.0,105
L56400,L,,308.9,1282,58.1,108
M24081,M,297.8,309.0,1675,30.0,110
M24082,M,297.9,309.0,,38.5,113
L56403,L,297.9,309.0,1382,,116
L56404,L,297.9,309.0,,46.8,118
L56405,L,298.0,309.1,1820,23.6,
L56406,L,298.0,309.1,1822,23.5,122
L56407,L,,309.1,1473,44.3,124
M24088,M,298.1,309.1,1572,37.5,126
M24089,M,298.1,309.0,2042,,129
L56410,L,298.2,309.2,1922,22.6,132
L56411,L,298.2,309.1,1539,36.5,134
L56412,L,298.2,309.1,1350,52.0,136
L56413,L,298.3,309.1,1403,45.1,error
L56414,L,298.3,309.1,1904,20.3,140
M24095,M,298.2,308.9,1592,35.2,
L56416,L,298.1,308.7,1556,31.6,145
M24097,M,298.1,308.8,1811,25.4,147
M24098,M,298.2,308.8,1456,41.2,
H38653,H,298.2,308.8,1436,51.9,153
